product,date,sales
1,2022-06-23,68
1,2022-06-24,73
1,2022-06-25,86
1,2022-06-26,69
1,2022-06-27,97
1,2022-06-28,28
1,2022-06-29,83
1,2022-06-30,94
1,2022-07-01,42
1,2022-07-02,57
1,2022-07-03,32
1,2022-07-04,66
1,2022-07-05,60
1,2022-07-06,56
1,2022-07-07,52
1,2022-07-08,54
1,2022-07-09,60
1,2022-07-10,48
1,2022-07-11,42
1,2022-07-12,213.2137519
1,2022-07-13,45
1,2022-07-14,47
1,2022-07-15,53
1,2022-07-16,49
1,2022-07-17,37
1,2022-07-18,46
1,2022-07-19,28
1,2022-07-20,44
1,2022-07-21,48
1,2022-07-22,46
1,2022-07-23,52
1,2022-07-24,47
1,2022-07-25,63
1,2022-07-26,53
1,2022-07-27,51
1,2022-07-28,41
1,2022-07-29,60
1,2022-07-30,72
1,2022-07-31,31
1,2022-08-01,63
1,2022-08-02,56
1,2022-08-03,46
1,2022-08-04,67
1,2022-08-05,61
1,2022-08-06,54
1,2022-08-07,44
1,2022-08-08,69
1,2022-08-09,52
1,2022-08-10,63
1,2022-08-11,57
1,2022-08-12,55
1,2022-08-13,46
1,2022-08-14,44
1,2022-08-15,60
1,2022-08-16,49
1,2022-08-17,51
1,2022-08-18,48
1,2022-08-19,59
1,2022-08-20,47
1,2022-08-21,63
1,2022-08-22,55
1,2022-08-23,65
1,2022-08-24,35
1,2022-08-25,57
1,2022-08-26,37
1,2022-08-27,43
1,2022-08-28,50
1,2022-08-29,28
1,2022-08-30,55
1,2022-08-31,50
1,2022-09-01,54
1,2022-09-02,64
1,2022-09-03,46
1,2022-09-04,39
1,2022-09-05,46
1,2022-09-06,51
1,2022-09-07,45
1,2022-09-08,43
1,2022-09-09,42
1,2022-09-10,49
1,2022-09-11,47
1,2022-09-12,43
1,2022-09-13,47
1,2022-09-14,54
1,2022-09-15,73
1,2022-09-16,61
1,2022-09-17,54
1,2022-09-18,31
1,2022-09-19,66
1,2022-09-20,66
1,2022-09-21,46
1,2022-09-22,51
1,2022-09-23,62
1,2022-09-24,54
1,2022-09-25,49
1,2022-09-26,44
1,2022-09-27,49
1,2022-09-28,32
1,2022-09-29,65
1,2022-09-30,49
1,2022-10-01,48
1,2022-10-02,38
1,2022-10-03,64
1,2022-10-04,31
1,2022-10-05,54
1,2022-10-06,37
1,2022-10-07,45
1,2022-10-08,40
1,2022-10-09,50
1,2022-10-10,52
1,2022-10-11,56
1,2022-10-12,53
1,2022-10-13,58
1,2022-10-14,50
1,2022-10-15,50
1,2022-10-16,37
1,2022-10-17,62
1,2022-10-18,55
1,2022-10-19,57
1,2022-10-20,41
1,2022-10-21,41
1,2022-10-22,45
1,2022-10-23,51
1,2022-10-24,48
1,2022-10-25,72
1,2022-10-26,64
1,2022-10-27,63
1,2022-10-28,52
1,2022-10-29,52
1,2022-10-30,49
1,2022-10-31,32
1,2022-11-01,46
1,2022-11-02,56
1,2022-11-03,53
1,2022-11-04,47
1,2022-11-05,53
1,2022-11-06,46
1,2022-11-07,37
1,2022-11-08,55
1,2022-11-09,57
1,2022-11-10,30
1,2022-11-11,32
1,2022-11-12,49
1,2022-11-13,51
1,2022-11-14,57
1,2022-11-15,46
1,2022-11-16,20
1,2022-11-17,51
1,2022-11-18,49
1,2022-11-19,54
1,2022-11-20,67
1,2022-11-21,46
1,2022-11-22,34
1,2022-11-23,63
1,2022-11-24,39
1,2022-11-25,72
1,2022-11-26,50
1,2022-11-27,63
1,2022-11-28,52
1,2022-11-29,58
1,2022-11-30,44
1,2022-12-01,66
1,2022-12-02,50
1,2022-12-03,57
1,2022-12-04,39
1,2022-12-05,35
1,2022-12-06,65
1,2022-12-07,40
1,2022-12-08,48
1,2022-12-09,37
1,2022-12-10,69
1,2022-12-11,59
1,2022-12-12,51
1,2022-12-13,45
1,2022-12-14,49
1,2022-12-15,52
1,2022-12-16,53
1,2022-12-17,62
1,2022-12-18,43
1,2022-12-19,41
1,2022-12-20,64
1,2022-12-21,59
1,2022-12-22,45
1,2022-12-23,53
1,2022-12-24,57
1,2022-12-25,60
1,2022-12-26,54
1,2022-12-27,43
1,2022-12-28,55
1,2022-12-29,58
1,2022-12-30,44
1,2022-12-31,44
1,2023-01-01,55
1,2023-01-02,47
1,2023-01-03,69
1,2023-01-04,39
1,2023-01-05,36
1,2023-01-06,62
1,2023-01-07,42
1,2023-01-08,19
1,2023-01-09,58
1,2023-01-10,47
1,2023-01-11,54
1,2023-01-12,43
1,2023-01-13,58
1,2023-01-14,43
1,2023-01-15,21
1,2023-01-16,68
1,2023-01-17,36
1,2023-01-18,62
1,2023-01-19,59
1,2023-01-20,59
1,2023-01-21,64
1,2023-01-22,56
1,2023-01-23,49
1,2023-01-24,32
1,2023-01-25,45
1,2023-01-26,59
1,2023-01-27,35
1,2023-01-28,43
1,2023-01-29,48
1,2023-01-30,56
1,2023-01-31,59
1,2023-02-01,43
1,2023-02-02,57
1,2023-02-03,60
1,2023-02-04,68
1,2023-02-05,53
1,2023-02-06,45
1,2023-02-07,48
1,2023-02-08,46
1,2023-02-09,50
1,2023-02-10,60
1,2023-02-11,31
1,2023-02-12,56
1,2023-02-13,51
1,2023-02-14,47
1,2023-02-15,45
1,2023-02-16,48
1,2023-02-17,56
1,2023-02-18,48
1,2023-02-19,45
1,2023-02-20,54
1,2023-02-21,58
1,2023-02-22,59
1,2023-02-23,46
1,2023-02-24,69
1,2023-02-25,53
1,2023-02-26,43
1,2023-02-27,63
1,2023-02-28,50
1,2023-03-01,42
1,2023-03-02,49
1,2023-03-03,49
1,2023-03-04,48
1,2023-03-05,45
1,2023-03-06,52
1,2023-03-07,45
1,2023-03-08,48
1,2023-03-09,29
1,2023-03-10,47
1,2023-03-11,42
1,2023-03-12,49
1,2023-03-13,50
1,2023-03-14,60
1,2023-03-15,59
1,2023-03-16,68
1,2023-03-17,43
1,2023-03-18,48
1,2023-03-19,45
1,2023-03-20,40
1,2023-03-21,64
1,2023-03-22,30
1,2023-03-23,42
1,2023-03-24,58
1,2023-03-25,47
1,2023-03-26,41
1,2023-03-27,45
1,2023-03-28,45
1,2023-03-29,40
1,2023-03-30,36
1,2023-03-31,51
1,2023-04-01,94
1,2023-04-02,86
1,2023-04-03,74
1,2023-04-04,102
1,2023-04-05,109
1,2023-04-06,80
1,2023-04-07,90
1,2023-04-08,88
1,2023-04-09,61
1,2023-04-10,81
1,2023-04-11,93
1,2023-04-12,88
1,2023-04-13,99
1,2023-04-14,126
1,2023-04-15,111
1,2023-04-16,105
1,2023-04-17,93
1,2023-04-18,108
1,2023-04-19,80
1,2023-04-20,71
1,2023-04-21,87
1,2023-04-22,96
1,2023-04-23,75
1,2023-04-24,93
1,2023-04-25,57
1,2023-04-26,101
1,2023-04-27,65
1,2023-04-28,96
1,2023-04-29,106
1,2023-04-30,75
1,2023-05-01,73
1,2023-05-02,65
1,2023-05-03,84
1,2023-05-04,94
1,2023-05-05,325.4162583
1,2023-05-06,81
1,2023-05-07,97
1,2023-05-08,75
1,2023-05-09,91
1,2023-05-10,93
1,2023-05-11,81
1,2023-05-12,75
1,2023-05-13,68
1,2023-05-14,96
1,2023-05-15,69
1,2023-05-16,59
1,2023-05-17,82
1,2023-05-18,53
1,2023-05-19,98
1,2023-05-20,84
1,2023-05-21,64
1,2023-05-22,66
1,2023-05-23,88
1,2023-05-24,64
1,2023-05-25,77
1,2023-05-26,68
1,2023-05-27,77
1,2023-05-28,46
1,2023-05-29,115
1,2023-05-30,71
1,2023-05-31,60
1,2023-06-01,82
1,2023-06-02,71
1,2023-06-03,113
1,2023-06-04,87
1,2023-06-05,71
1,2023-06-06,127
1,2023-06-07,80
1,2023-06-08,81
1,2023-06-09,83
1,2023-06-10,79
1,2023-06-11,107
1,2023-06-12,104
1,2023-06-13,75
1,2023-06-14,85
1,2023-06-15,77
1,2023-06-16,101
1,2023-06-17,45
1,2023-06-18,82
1,2023-06-19,86
1,2023-06-20,76
1,2023-06-21,96
1,2023-06-22,43
1,2023-06-23,53
1,2023-06-24,76
1,2023-06-25,72
1,2023-06-26,77
1,2023-06-27,113
1,2023-06-28,81
1,2023-06-29,85
1,2023-06-30,105
1,2023-07-01,37
1,2023-07-02,52
1,2023-07-03,17
1,2023-07-04,60
1,2023-07-05,64
1,2023-07-06,31
1,2023-07-07,69
1,2023-07-08,45
1,2023-07-09,48
1,2023-07-10,40
1,2023-07-11,53
1,2023-07-12,42
1,2023-07-13,30
1,2023-07-14,45
1,2023-07-15,41
1,2023-07-16,45
1,2023-07-17,38
1,2023-07-18,64
1,2023-07-19,48
1,2023-07-20,45
1,2023-07-21,35
1,2023-07-22,49
1,2023-07-23,63
1,2023-07-24,43
1,2023-07-25,37
1,2023-07-26,53
1,2023-07-27,53
1,2023-07-28,51
1,2023-07-29,49
1,2023-07-30,40
1,2023-07-31,54
1,2023-08-01,49
1,2023-08-02,40
1,2023-08-03,53
1,2023-08-04,49
1,2023-08-05,63
1,2023-08-06,49
1,2023-08-07,50
1,2023-08-08,61
1,2023-08-09,46
1,2023-08-10,54
1,2023-08-11,51
1,2023-08-12,43
1,2023-08-13,54
1,2023-08-14,50
1,2023-08-15,51
1,2023-08-16,52
1,2023-08-17,54
1,2023-08-18,49
1,2023-08-19,42
1,2023-08-20,61
1,2023-08-21,49
1,2023-08-22,47
1,2023-08-23,50
1,2023-08-24,39
1,2023-08-25,45
1,2023-08-26,43
1,2023-08-27,38
1,2023-08-28,41
1,2023-08-29,45
1,2023-08-30,60
1,2023-08-31,40
1,2023-09-01,43
1,2023-09-02,52
1,2023-09-03,58
1,2023-09-04,55
1,2023-09-05,45
1,2023-09-06,49
1,2023-09-07,53
1,2023-09-08,48
1,2023-09-09,62
1,2023-09-10,59
1,2023-09-11,55
1,2023-09-12,46
1,2023-09-13,50
1,2023-09-14,45
1,2023-09-15,44
1,2023-09-16,35
1,2023-09-17,58
1,2023-09-18,58
1,2023-09-19,40
1,2023-09-20,37
1,2023-09-21,39
1,2023-09-22,36
1,2023-09-23,43
1,2023-09-24,44
1,2023-09-25,51
1,2023-09-26,65
1,2023-09-27,47
1,2023-09-28,39
1,2023-09-29,44
1,2023-09-30,65
1,2023-10-01,59
1,2023-10-02,43
1,2023-10-03,54
1,2023-10-04,64
1,2023-10-05,67
1,2023-10-06,56
1,2023-10-07,24
1,2023-10-08,42
1,2023-10-09,56
1,2023-10-10,34
1,2023-10-11,52
1,2023-10-12,41
1,2023-10-13,46
1,2023-10-14,43
1,2023-10-15,58
1,2023-10-16,38
1,2023-10-17,28
1,2023-10-18,50
1,2023-10-19,41
1,2023-10-20,43
1,2023-10-21,55
1,2023-10-22,51
1,2023-10-23,60
1,2023-10-24,58
1,2023-10-25,52
1,2023-10-26,49
1,2023-10-27,55
1,2023-10-28,67
1,2023-10-29,40
1,2023-10-30,39
1,2023-10-31,58
1,2023-11-01,43
1,2023-11-02,32
1,2023-11-03,55
1,2023-11-04,60
1,2023-11-05,48
1,2023-11-06,63
1,2023-11-07,37
1,2023-11-08,42
1,2023-11-09,47
1,2023-11-10,55
1,2023-11-11,46
1,2023-11-12,49
1,2023-11-13,41
1,2023-11-14,56
1,2023-11-15,60
1,2023-11-16,45
1,2023-11-17,46
1,2023-11-18,52
1,2023-11-19,54
1,2023-11-20,46
1,2023-11-21,47
1,2023-11-22,56
1,2023-11-23,52
1,2023-11-24,41
1,2023-11-25,42
1,2023-11-26,38
1,2023-11-27,66
1,2023-11-28,56
1,2023-11-29,57
1,2023-11-30,39
1,2023-12-01,74
1,2023-12-02,53
1,2023-12-03,50
1,2023-12-04,40
1,2023-12-05,58
1,2023-12-06,65
1,2023-12-07,36
1,2023-12-08,45
1,2023-12-09,34
1,2023-12-10,54
1,2023-12-11,72
1,2023-12-12,47
1,2023-12-13,48
1,2023-12-14,36
1,2023-12-15,40
1,2023-12-16,38
1,2023-12-17,53
1,2023-12-18,56
1,2023-12-19,43
1,2023-12-20,61
1,2023-12-21,60
1,2023-12-22,53
1,2023-12-23,48
1,2023-12-24,51
1,2023-12-25,40
1,2023-12-26,63
1,2023-12-27,59
1,2023-12-28,61
1,2023-12-29,56
1,2023-12-30,60
1,2023-12-31,52
1,2024-01-01,55
1,2024-01-02,64
1,2024-01-03,67
1,2024-01-04,58
1,2024-01-05,58
1,2024-01-06,44
1,2024-01-07,54
1,2024-01-08,38
1,2024-01-09,58
1,2024-01-10,41
1,2024-01-11,45
1,2024-01-12,62
1,2024-01-13,46
1,2024-01-14,53
1,2024-01-15,54
1,2024-01-16,49
1,2024-01-17,56
1,2024-01-18,56
1,2024-01-19,36
1,2024-01-20,45
1,2024-01-21,48
1,2024-01-22,34
1,2024-01-23,55
1,2024-01-24,61
1,2024-01-25,62
1,2024-01-26,57
1,2024-01-27,72
1,2024-01-28,45
1,2024-01-29,47
1,2024-01-30,42
1,2024-01-31,55
1,2024-02-01,39
1,2024-02-02,43
1,2024-02-03,49
1,2024-02-04,43
1,2024-02-05,62
1,2024-02-06,46
1,2024-02-07,44
1,2024-02-08,56
1,2024-02-09,58
1,2024-02-10,67
1,2024-02-11,60
1,2024-02-12,46
1,2024-02-13,43
1,2024-02-14,34
1,2024-02-15,44
1,2024-02-16,72
1,2024-02-17,69
1,2024-02-18,28
1,2024-02-19,33
1,2024-02-20,50
1,2024-02-21,47
1,2024-02-22,38
1,2024-02-23,45
1,2024-02-24,48
1,2024-02-25,46
1,2024-02-26,104.6723964
1,2024-02-27,71
1,2024-02-28,51
1,2024-02-29,48
1,2024-03-01,54
1,2024-03-02,44
1,2024-03-03,46
1,2024-03-04,40
1,2024-03-05,52
1,2024-03-06,53
1,2024-03-07,56
1,2024-03-08,44
1,2024-03-09,45
1,2024-03-10,56
1,2024-03-11,54
1,2024-03-12,43
1,2024-03-13,59
1,2024-03-14,43
1,2024-03-15,52
1,2024-03-16,44
1,2024-03-17,64
1,2024-03-18,32
1,2024-03-19,50
1,2024-03-20,27
1,2024-03-21,55
1,2024-03-22,46
1,2024-03-23,42
1,2024-03-24,41
1,2024-03-25,60
1,2024-03-26,58
1,2024-03-27,59
1,2024-03-28,38
1,2024-03-29,42
1,2024-03-30,62
1,2024-03-31,42
1,2024-04-01,60
1,2024-04-02,47
1,2024-04-03,64
1,2024-04-04,46
1,2024-04-05,42
1,2024-04-06,47
1,2024-04-07,40
1,2024-04-08,45
1,2024-04-09,62
1,2024-04-10,46
1,2024-04-11,37
1,2024-04-12,57
1,2024-04-13,47
1,2024-04-14,48
1,2024-04-15,33
1,2024-04-16,42
2,2019-01-01,48
2,2019-01-02,41
2,2019-01-03,48
2,2019-01-04,55
2,2019-01-05,59
2,2019-01-06,43
2,2019-01-07,44
2,2019-01-08,35
2,2019-01-09,61
2,2019-01-10,38
2,2019-01-11,46
2,2019-01-12,54
2,2019-01-13,56
2,2019-01-14,44
2,2019-01-15,51
2,2019-01-16,57
2,2019-01-17,53
2,2019-01-18,35
2,2019-01-19,43
2,2019-01-20,30
2,2019-01-21,24
2,2019-01-22,44
2,2019-01-23,45
2,2019-01-24,49
2,2019-01-25,37
2,2019-01-26,52
2,2019-01-27,49
2,2019-01-28,37
2,2019-01-29,53
2,2019-01-30,40
2,2019-01-31,55
2,2019-02-01,62
2,2019-02-02,45
2,2019-02-03,49
2,2019-02-04,48
2,2019-02-05,58
2,2019-02-06,54
2,2019-02-07,54
2,2019-02-08,51
2,2019-02-09,48
2,2019-02-10,43
2,2019-02-11,41
2,2019-02-12,49
2,2019-02-13,52
2,2019-02-14,37
2,2019-02-15,39
2,2019-02-16,51
2,2019-02-17,56
2,2019-02-18,52
2,2019-02-19,45
2,2019-02-20,27
2,2019-02-21,25
2,2019-02-22,47
2,2019-02-23,45
2,2019-02-24,59
2,2019-02-25,67
2,2019-02-26,50
2,2019-02-27,62
2,2019-02-28,33
2,2019-03-01,38
2,2019-03-02,33
2,2019-03-03,62
2,2019-03-04,46
2,2019-03-05,46
2,2019-03-06,42
2,2019-03-07,56
2,2019-03-08,45
2,2019-03-09,37
2,2019-03-10,59
2,2019-03-11,62
2,2019-03-12,46
2,2019-03-13,54
2,2019-03-14,42
2,2019-03-15,38
2,2019-03-16,41
2,2019-03-17,40
2,2019-03-18,42
2,2019-03-19,51
2,2019-03-20,36
2,2019-03-21,56
2,2019-03-22,55
2,2019-03-23,50
2,2019-03-24,44
2,2019-03-25,57
2,2019-03-26,44
2,2019-03-27,37
2,2019-03-28,56
2,2019-03-29,56
2,2019-03-30,53
2,2019-03-31,41
2,2019-04-01,60
2,2019-04-02,74
2,2019-04-03,61
2,2019-04-04,53
2,2019-04-05,44
2,2019-04-06,44
2,2019-04-07,52
2,2019-04-08,65
2,2019-04-09,40
2,2019-04-10,51
2,2019-04-11,44
2,2019-04-12,58
2,2019-04-13,40
2,2019-04-14,45
2,2019-04-15,48
2,2019-04-16,64
2,2019-04-17,58
2,2019-04-18,42
2,2019-04-19,44
2,2019-04-20,38
2,2019-04-21,51
2,2019-04-22,56
2,2019-04-23,58
2,2019-04-24,62
2,2019-04-25,55
2,2019-04-26,49
2,2019-04-27,46
2,2019-04-28,45
2,2019-04-29,50
2,2019-04-30,33
2,2019-05-01,31
2,2019-05-02,266.0158206
2,2019-05-03,40
2,2019-05-04,49
2,2019-05-05,42
2,2019-05-06,33
2,2019-05-07,48
2,2019-05-08,57
2,2019-05-09,53
2,2019-05-10,61
2,2019-05-11,58
2,2019-05-12,64
2,2019-05-13,18
2,2019-05-14,54
2,2019-05-15,46
2,2019-05-16,62
2,2019-05-17,38
2,2019-05-18,46
2,2019-05-19,42
2,2019-05-20,51
2,2019-05-21,40
2,2019-05-22,49
2,2019-05-23,44
2,2019-05-24,61
2,2019-05-25,33
2,2019-05-26,53
2,2019-05-27,43
2,2019-05-28,52
2,2019-05-29,45
2,2019-05-30,41
2,2019-05-31,42
2,2019-06-01,74
2,2019-06-02,78
2,2019-06-03,77
2,2019-06-04,62
2,2019-06-05,71
2,2019-06-06,74
2,2019-06-07,69
2,2019-06-08,82
2,2019-06-09,70
2,2019-06-10,70
2,2019-06-11,43
2,2019-06-12,50
2,2019-06-13,58
2,2019-06-14,61
2,2019-06-15,84
2,2019-06-16,59
2,2019-06-17,57
2,2019-06-18,46
2,2019-06-19,63
2,2019-06-20,68
2,2019-06-21,82
2,2019-06-22,65
2,2019-06-23,80
2,2019-06-24,84
2,2019-06-25,58
2,2019-06-26,75
2,2019-06-27,46
2,2019-06-28,73
2,2019-06-29,57
2,2019-06-30,85
2,2019-07-01,62
2,2019-07-02,62
2,2019-07-03,59
2,2019-07-04,49
2,2019-07-05,49
2,2019-07-06,52
2,2019-07-07,56
2,2019-07-08,67
2,2019-07-09,39
2,2019-07-10,74
2,2019-07-11,77
2,2019-07-12,60
2,2019-07-13,68
2,2019-07-14,69
2,2019-07-15,61
2,2019-07-16,73
2,2019-07-17,43
2,2019-07-18,46
2,2019-07-19,73
2,2019-07-20,71
2,2019-07-21,55
2,2019-07-22,76
2,2019-07-23,49
2,2019-07-24,49
2,2019-07-25,53
2,2019-07-26,63
2,2019-07-27,55
2,2019-07-28,63
2,2019-07-29,64
2,2019-07-30,59
2,2019-07-31,49
2,2019-08-01,78
2,2019-08-02,75
2,2019-08-03,81
2,2019-08-04,66
2,2019-08-05,60
2,2019-08-06,76
2,2019-08-07,75
2,2019-08-08,69
2,2019-08-09,69
2,2019-08-10,93
2,2019-08-11,80
2,2019-08-12,83
2,2019-08-13,61
2,2019-08-14,97
2,2019-08-15,51
2,2019-08-16,56
2,2019-08-17,35
2,2019-08-18,54
2,2019-08-19,78
2,2019-08-20,59
2,2019-08-21,61
2,2019-08-22,30
2,2019-08-23,70
2,2019-08-24,53
2,2019-08-25,83
2,2019-08-26,66
2,2019-08-27,63
2,2019-08-28,101
2,2019-08-29,92
2,2019-08-30,63
2,2019-08-31,60
2,2019-09-01,58
2,2019-09-02,60
2,2019-09-03,60
2,2019-09-04,49
2,2019-09-05,53
2,2019-09-06,37
2,2019-09-07,46
2,2019-09-08,47
2,2019-09-09,52
2,2019-09-10,49
2,2019-09-11,53
2,2019-09-12,56
2,2019-09-13,40
2,2019-09-14,46
2,2019-09-15,50
2,2019-09-16,44
2,2019-09-17,63
2,2019-09-18,49
2,2019-09-19,19
2,2019-09-20,37
2,2019-09-21,55
2,2019-09-22,60
2,2019-09-23,42
2,2019-09-24,46
2,2019-09-25,54
2,2019-09-26,52
2,2019-09-27,48
2,2019-09-28,56
2,2019-09-29,37
2,2019-09-30,58
2,2019-10-01,46
2,2019-10-02,43
2,2019-10-03,41
2,2019-10-04,49
2,2019-10-05,53
2,2019-10-06,48
2,2019-10-07,41
2,2019-10-08,34
2,2019-10-09,47
2,2019-10-10,60
2,2019-10-11,47
2,2019-10-12,54
2,2019-10-13,48
2,2019-10-14,45
2,2019-10-15,45
2,2019-10-16,71
2,2019-10-17,63
2,2019-10-18,52
2,2019-10-19,59
2,2019-10-20,43
2,2019-10-21,50
2,2019-10-22,47
2,2019-10-23,49
2,2019-10-24,47
2,2019-10-25,31
2,2019-10-26,33
2,2019-10-27,47
2,2019-10-28,58
2,2019-10-29,49
2,2019-10-30,50
2,2019-10-31,53
2,2019-11-01,56
2,2019-11-02,61
2,2019-11-03,56
2,2019-11-04,37
2,2019-11-05,46
2,2019-11-06,47
2,2019-11-07,67
2,2019-11-08,62
2,2019-11-09,44
2,2019-11-10,26
2,2019-11-11,44
2,2019-11-12,42
2,2019-11-13,51
2,2019-11-14,55
2,2019-11-15,60
2,2019-11-16,38
2,2019-11-17,53
2,2019-11-18,68
2,2019-11-19,49
2,2019-11-20,46
2,2019-11-21,30
2,2019-11-22,59
2,2019-11-23,54
2,2019-11-24,38
2,2019-11-25,49
2,2019-11-26,59
2,2019-11-27,58
2,2019-11-28,64
2,2019-11-29,54
2,2019-11-30,55
2,2019-12-01,44
2,2019-12-02,59
2,2019-12-03,45
2,2019-12-04,62
2,2019-12-05,56
2,2019-12-06,44
2,2019-12-07,47
2,2019-12-08,47
2,2019-12-09,60
2,2019-12-10,56
2,2019-12-11,46
2,2019-12-12,50
2,2019-12-13,45
2,2019-12-14,62
2,2019-12-15,43
2,2019-12-16,51
2,2019-12-17,49
2,2019-12-18,39
2,2019-12-19,55
2,2019-12-20,58
2,2019-12-21,42
2,2019-12-22,53
2,2019-12-23,41
2,2019-12-24,34
2,2019-12-25,52
2,2019-12-26,54
2,2019-12-27,40
2,2019-12-28,49
2,2019-12-29,64
2,2019-12-30,64
2,2019-12-31,56
2,2020-01-01,46
2,2020-01-02,33
2,2020-01-03,47
2,2020-01-04,61
2,2020-01-05,59
2,2020-01-06,47
2,2020-01-07,45
2,2020-01-08,51
2,2020-01-09,35
2,2020-01-10,41
2,2020-01-11,35
2,2020-01-12,68
2,2020-01-13,48
2,2020-01-14,61
2,2020-01-15,47
2,2020-01-16,48
2,2020-01-17,56
2,2020-01-18,56
2,2020-01-19,50
2,2020-01-20,30
2,2020-01-21,56
2,2020-01-22,56
2,2020-01-23,66
2,2020-01-24,59
2,2020-01-25,62
2,2020-01-26,62
2,2020-01-27,55
2,2020-01-28,62
2,2020-01-29,45
2,2020-01-30,46
2,2020-01-31,37
2,2020-02-01,58
2,2020-02-02,37
2,2020-02-03,69
2,2020-02-04,42
2,2020-02-05,45
2,2020-02-06,45
2,2020-02-07,37
2,2020-02-08,52
2,2020-02-09,54
2,2020-02-10,50
2,2020-02-11,28
2,2020-02-12,51
2,2020-02-13,55
2,2020-02-14,53
2,2020-02-15,56
2,2020-02-16,50
2,2020-02-17,36
2,2020-02-18,40
2,2020-02-19,45
2,2020-02-20,55
2,2020-02-21,44
2,2020-02-22,59
2,2020-02-23,47
2,2020-02-24,33
2,2020-02-25,43
2,2020-02-26,43
2,2020-02-27,47
2,2020-02-28,53
2,2020-02-29,34
2,2020-03-01,40
2,2020-03-02,56
2,2020-03-03,44
2,2020-03-04,41
2,2020-03-05,55
2,2020-03-06,73
2,2020-03-07,49
2,2020-03-08,29
2,2020-03-09,35
2,2020-03-10,40
2,2020-03-11,51
2,2020-03-12,57
2,2020-03-13,50
2,2020-03-14,47
2,2020-03-15,58
2,2020-03-16,59
2,2020-03-17,42
2,2020-03-18,57
2,2020-03-19,57
2,2020-03-20,62
2,2020-03-21,45
2,2020-03-22,61
2,2020-03-23,34
2,2020-03-24,45
2,2020-03-25,44
2,2020-03-26,59
2,2020-03-27,49
2,2020-03-28,58
2,2020-03-29,47
2,2020-03-30,47
2,2020-03-31,146.1996947
2,2020-04-01,35
2,2020-04-02,36
2,2020-04-03,53
2,2020-04-04,53
2,2020-04-05,35
2,2020-04-06,38
2,2020-04-07,41
2,2020-04-08,51
2,2020-04-09,37
2,2020-04-10,40
2,2020-04-11,38
2,2020-04-12,47
2,2020-04-13,55
2,2020-04-14,44
2,2020-04-15,50
2,2020-04-16,66
2,2020-04-17,66
2,2020-04-18,51
2,2020-04-19,38
2,2020-04-20,50
2,2020-04-21,57
2,2020-04-22,54
2,2020-04-23,63
2,2020-04-24,71
2,2020-04-25,39
2,2020-04-26,35
2,2020-04-27,52
2,2020-04-28,64
2,2020-04-29,32
2,2020-04-30,62
2,2020-05-01,54
2,2020-05-02,36
2,2020-05-03,53
2,2020-05-04,45
2,2020-05-05,44
2,2020-05-06,61
2,2020-05-07,65
2,2020-05-08,66
2,2020-05-09,32
2,2020-05-10,38
2,2020-05-11,77
2,2020-05-12,41
2,2020-05-13,39
2,2020-05-14,42
2,2020-05-15,48
2,2020-05-16,72
2,2020-05-17,49
2,2020-05-18,43
2,2020-05-19,47
2,2020-05-20,42
2,2020-05-21,63
2,2020-05-22,62
2,2020-05-23,54
2,2020-05-24,53
2,2020-05-25,43
2,2020-05-26,53
2,2020-05-27,40
2,2020-05-28,39
2,2020-05-29,55
2,2020-05-30,57
2,2020-05-31,43
2,2020-06-01,50
2,2020-06-02,62
2,2020-06-03,76
2,2020-06-04,65
2,2020-06-05,66
2,2020-06-06,53
2,2020-06-07,66
2,2020-06-08,73
2,2020-06-09,60
2,2020-06-10,90
2,2020-06-11,66
2,2020-06-12,71
2,2020-06-13,69
2,2020-06-14,76
2,2020-06-15,65
2,2020-06-16,62
2,2020-06-17,66
2,2020-06-18,58
2,2020-06-19,63
2,2020-06-20,90
2,2020-06-21,75
2,2020-06-22,71
2,2020-06-23,48
2,2020-06-24,52
2,2020-06-25,90
2,2020-06-26,62
2,2020-06-27,77
2,2020-06-28,67
2,2020-06-29,58
2,2020-06-30,61
2,2020-07-01,49
2,2020-07-02,62
2,2020-07-03,82
2,2020-07-04,49
2,2020-07-05,65
2,2020-07-06,58
2,2020-07-07,72
2,2020-07-08,74
2,2020-07-09,53
2,2020-07-10,60
2,2020-07-11,65
2,2020-07-12,74
2,2020-07-13,44
2,2020-07-14,39
2,2020-07-15,63
2,2020-07-16,65
2,2020-07-17,54
2,2020-07-18,58
2,2020-07-19,77
2,2020-07-20,70
2,2020-07-21,71
2,2020-07-22,92
2,2020-07-23,62
2,2020-07-24,84
2,2020-07-25,57
2,2020-07-26,57
2,2020-07-27,57
2,2020-07-28,55
2,2020-07-29,82
2,2020-07-30,67
2,2020-07-31,53
2,2020-08-01,88
2,2020-08-02,79
2,2020-08-03,51
2,2020-08-04,62
2,2020-08-05,41
2,2020-08-06,51
2,2020-08-07,75
2,2020-08-08,54
2,2020-08-09,57
2,2020-08-10,64
2,2020-08-11,62
2,2020-08-12,78
2,2020-08-13,85
2,2020-08-14,84
2,2020-08-15,65
2,2020-08-16,67
2,2020-08-17,72
2,2020-08-18,60
2,2020-08-19,57
2,2020-08-20,57
2,2020-08-21,56
2,2020-08-22,68
2,2020-08-23,97
2,2020-08-24,75
2,2020-08-25,75
2,2020-08-26,78
2,2020-08-27,69
2,2020-08-28,101
